language	path	source	fallback
english	resource/text/act_2/Act2_master_hoffermail_2_300.html	german-resource.zip	1
english	resource/text/act_2/Act2_master_leaguemail_2_170.html	german-resource.zip	1
english	resource/text/act_2/Act2_master_leaguemail_2_180.html	german-resource.zip	1
english	resource/text/act_2/Act2_master_leaguemail_2_200b.html	german-resource.zip	1
english	resource/text/act_2/Act2_master_leaguemail_2_260.html	german-resource.zip	1
english	resource/text/act_2/Act2_master_leaguemail_2_270.html	german-resource.zip	1
english	resource/text/act_2/Act2_master_leaguemail_2_280.html	german-resource.zip	1
english	resource/text/act_2/Act2_master_leaguemail_2_310.html	german-resource.zip	1
english	resource/text/act_2/Act2_master_leaguemail_2_320_b.html	german-resource.zip	1
english	resource/text/act_2/Act2_master_mcamail_2_14.html	german-resource.zip	1
english	resource/text/act_2/Act2_master_omanmail_2_2.html	german-resource.zip	1
english	resource/text/act_2/Act2_mission01.csv	german-resource.zip	1
english	resource/text/act_2/Act2_mission03.csv	german-resource.zip	1
english	resource/text/act_2/Act2_mission05.csv	german-resource.zip	1
english	resource/text/act_2/Act2_mission05_addendum.csv	german-resource.zip	1
english	resource/text/act_2/Act2_mission05_email.html	german-resource.zip	1
english	resource/text/act_2/Act2_mission07.csv	german-resource.zip	1
english	resource/text/act_2/Act2_mission08.csv	german-resource.zip	1
english	resource/text/act_2/Act2_mission08_email.html	german-resource.zip	1
english	resource/text/act_2/Act2_mission09.csv	german-resource.zip	1
english	resource/text/act_2/Act2_mission09_email.html	german-resource.zip	1
english	resource/text/act_2/Act2_mission10.csv	german-resource.zip	1
english	resource/text/act_2/Act2_mission13.csv	german-resource.zip	1
english	resource/text/act_2/Act2_mission15.csv	german-resource.zip	1
english	resource/text/act_2/Act2_mission15_email.html	german-resource.zip	1
english	resource/text/act_2/Act2_mission18.csv	german-resource.zip	1
english	resource/text/act_2/Act2_mission18_email.html	german-resource.zip	1
english	resource/text/act_2/Act2_mission20.csv	german-resource.zip	1
english	resource/text/act_2/Act2_mission22.csv	german-resource.zip	1
english	resource/text/act_2/Act2_mission23.csv	german-resource.zip	1
english	resource/text/act_2/Act2_mission24.csv	german-resource.zip	1
english	resource/text/act_2/Act2_mission25.csv	german-resource.zip	1
english	resource/text/act_2/act2_master.csv	german-resource.zip	1
english	resource/text/act_2/act2_master_addendum.csv	german-resource.zip	1
english	resource/text/act_2/act2_master_addendum2.csv	german-resource.zip	1
english	resource/text/act_2/act2_master_addendum3.csv	german-resource.zip	1
english	resource/text/act_2/act2_master_addendum4.csv	german-resource.zip	1
english	resource/text/act_2/act2_master_ambassador.html	german-resource.zip	1
english	resource/text/act_2/act2_master_hoffermail_2_300.html	german-resource.zip	1
english	resource/text/act_2/act2_master_hoffermail_mwari.html	german-resource.zip	1
english	resource/text/act_2/act2_master_kongmail_2_200.html	german-resource.zip	1
english	resource/text/act_2/act2_master_leaguemail_2_1.html	german-resource.zip	1
english	resource/text/act_2/act2_master_leaguemail_2_14.html	german-resource.zip	1
english	resource/text/act_2/act2_master_leaguemail_2_150.html	german-resource.zip	1
english	resource/text/act_2/act2_master_leaguemail_2_160.html	german-resource.zip	1
english	resource/text/act_2/act2_master_leaguemail_2_170.html	german-resource.zip	1
english	resource/text/act_2/act2_master_leaguemail_2_180.html	german-resource.zip	1
english	resource/text/act_2/act2_master_leaguemail_2_190.html	german-resource.zip	1
english	resource/text/act_2/act2_master_leaguemail_2_200b.html	german-resource.zip	1
english	resource/text/act_2/act2_master_leaguemail_2_210.html	german-resource.zip	1
english	resource/text/act_2/act2_master_leaguemail_2_230.html	german-resource.zip	1
english	resource/text/act_2/act2_master_leaguemail_2_231.html	german-resource.zip	1
english	resource/text/act_2/act2_master_leaguemail_2_260.html	german-resource.zip	1
english	resource/text/act_2/act2_master_leaguemail_2_270.html	german-resource.zip	1
english	resource/text/act_2/act2_master_leaguemail_2_280.html	german-resource.zip	1
english	resource/text/act_2/act2_master_leaguemail_2_290.html	german-resource.zip	1
english	resource/text/act_2/act2_master_leaguemail_2_310.html	german-resource.zip	1
english	resource/text/act_2/act2_master_leaguemail_2_320.html	german-resource.zip	1
english	resource/text/act_2/act2_master_leaguemail_2_320_b.html	german-resource.zip	1
english	resource/text/act_2/act2_master_mcamail_2_14.html	german-resource.zip	1
english	resource/text/act_2/act2_master_omanmail_2_2.html	german-resource.zip	1
english	resource/text/act_2/act2_mission01.csv	german-resource.zip	1
english	resource/text/act_2/act2_mission01_addendum.csv	german-resource.zip	1
english	resource/text/act_2/act2_mission01_addendum_2.csv	german-resource.zip	1
english	resource/text/act_2/act2_mission02.csv	german-resource.zip	1
english	resource/text/act_2/act2_mission02_addendum.csv	german-resource.zip	1
english	resource/text/act_2/act2_mission03.csv	german-resource.zip	1
english	resource/text/act_2/act2_mission03_addendum.csv	german-resource.zip	1
english	resource/text/act_2/act2_mission03_addendum2.csv	german-resource.zip	1
english	resource/text/act_2/act2_mission03_email_3rdway.html	german-resource.zip	1
english	resource/text/act_2/act2_mission04.csv	german-resource.zip	1
english	resource/text/act_2/act2_mission05.csv	german-resource.zip	1
english	resource/text/act_2/act2_mission05_addendum.csv	german-resource.zip	1
english	resource/text/act_2/act2_mission05_email.html	german-resource.zip	1
english	resource/text/act_2/act2_mission07.csv	german-resource.zip	1
english	resource/text/act_2/act2_mission07_addendum.csv	german-resource.zip	1
english	resource/text/act_2/act2_mission08.csv	german-resource.zip	1
english	resource/text/act_2/act2_mission08_addendum.csv	german-resource.zip	1
english	resource/text/act_2/act2_mission08_email.html	german-resource.zip	1
english	resource/text/act_2/act2_mission09.csv	german-resource.zip	1
english	resource/text/act_2/act2_mission09_email.html	german-resource.zip	1
english	resource/text/act_2/act2_mission10.csv	german-resource.zip	1
english	resource/text/act_2/act2_mission10_addendum.csv	german-resource.zip	1
english	resource/text/act_2/act2_mission10_email.html	german-resource.zip	1
english	resource/text/act_2/act2_mission11.csv	german-resource.zip	1
english	resource/text/act_2/act2_mission11_email.html	german-resource.zip	1
english	resource/text/act_2/act2_mission12.csv	german-resource.zip	1
english	resource/text/act_2/act2_mission12_email.html	german-resource.zip	1
english	resource/text/act_2/act2_mission13.csv	german-resource.zip	1
english	resource/text/act_2/act2_mission13_email.html	german-resource.zip	1
english	resource/text/act_2/act2_mission15.csv	german-resource.zip	1
english	resource/text/act_2/act2_mission15_email.html	german-resource.zip	1
english	resource/text/act_2/act2_mission18.csv	german-resource.zip	1
english	resource/text/act_2/act2_mission18_addendum.csv	german-resource.zip	1
english	resource/text/act_2/act2_mission18_email.html	german-resource.zip	1
english	resource/text/act_2/act2_mission20.csv	german-resource.zip	1
english	resource/text/act_2/act2_mission22.csv	german-resource.zip	1
english	resource/text/act_2/act2_mission23.csv	german-resource.zip	1
english	resource/text/act_2/act2_mission24.csv	german-resource.zip	1
english	resource/text/act_2/act2_mission24_addendum.csv	german-resource.zip	1
english	resource/text/act_2/act2_mission24_addendum2.csv	german-resource.zip	1
english	resource/text/act_2/act2_mission24_email.html	german-resource.zip	1
english	resource/text/act_2/act2_mission24_email_b.html	german-resource.zip	1
english	resource/text/act_2/act2_mission25.csv	german-resource.zip	1
english	resource/text/act_2/act2_mission25_addendum.csv	german-resource.zip	1
english	resource/text/act_2/act2_mission25_addendum2.csv	german-resource.zip	1
english	resource/text/act_2/act2_mission25_email.html	german-resource.zip	1
english	resource/text/act_3/Act3_Mission01_email.html	german-resource.zip	1
english	resource/text/act_3/Act3_Mission02_email.html	german-resource.zip	1
english	resource/text/act_3/Act3_Mission03_email.html	german-resource.zip	1
english	resource/text/act_3/Act3_Mission05_email.html	german-resource.zip	1
english	resource/text/act_3/Act3_Mission06_email.html	german-resource.zip	1
english	resource/text/act_3/Act3_Mission09_email.html	german-resource.zip	1
english	resource/text/act_3/Act3_Mission10_email.html	german-resource.zip	1
english	resource/text/act_3/Act3_master.csv	german-resource.zip	1
english	resource/text/act_3/Act3_mission05.csv	german-resource.zip	1
english	resource/text/act_3/Act3_mission06.csv	german-resource.zip	1
english	resource/text/act_3/Act3_mission08.csv	german-resource.zip	1
english	resource/text/act_3/War_mail_1.html	german-resource.zip	1
english	resource/text/act_3/War_mail_2.html	german-resource.zip	1
english	resource/text/act_3/War_mail_3.html	german-resource.zip	1
english	resource/text/act_3/act3_master.csv	german-resource.zip	1
english	resource/text/act_3/act3_master_addendum.csv	german-resource.zip	1
english	resource/text/act_3/act3_master_addendum2.csv	german-resource.zip	1
english	resource/text/act_3/act3_master_hoffermail_3_10.html	german-resource.zip	1
english	resource/text/act_3/act3_master_hoffermail_3_140.html	german-resource.zip	1
english	resource/text/act_3/act3_master_hoffermail_3_20.html	german-resource.zip	1
english	resource/text/act_3/act3_master_hoffermail_3_30.html	german-resource.zip	1
english	resource/text/act_3/act3_master_hoffermail_3_40.html	german-resource.zip	1
english	resource/text/act_3/act3_master_hoffermail_3_50.html	german-resource.zip	1
english	resource/text/act_3/act3_master_hoffermail_3_70.html	german-resource.zip	1
english	resource/text/act_3/act3_master_hoffermail_3_75.html	german-resource.zip	1
english	resource/text/act_3/act3_master_hoffermail_3_80.html	german-resource.zip	1
english	resource/text/act_3/act3_master_hoffermail_3_90.html	german-resource.zip	1
english	resource/text/act_3/act3_mission01.csv	german-resource.zip	1
english	resource/text/act_3/act3_mission01_addendum.csv	german-resource.zip	1
english	resource/text/act_3/act3_mission02.csv	german-resource.zip	1
english	resource/text/act_3/act3_mission02_addendum.csv	german-resource.zip	1
english	resource/text/act_3/act3_mission03.csv	german-resource.zip	1
english	resource/text/act_3/act3_mission03_addendum.csv	german-resource.zip	1
english	resource/text/act_3/act3_mission04.csv	german-resource.zip	1
english	resource/text/act_3/act3_mission04_addendum.csv	german-resource.zip	1
english	resource/text/act_3/act3_mission04_addendum2.csv	german-resource.zip	1
english	resource/text/act_3/act3_mission04_email.html	german-resource.zip	1
english	resource/text/act_3/act3_mission05.csv	german-resource.zip	1
english	resource/text/act_3/act3_mission05_addendum.csv	german-resource.zip	1
english	resource/text/act_3/act3_mission05_email_02.html	german-resource.zip	1
english	resource/text/act_3/act3_mission06.csv	german-resource.zip	1
english	resource/text/act_3/act3_mission08.csv	german-resource.zip	1
english	resource/text/act_3/act3_mission08_addendum.csv	german-resource.zip	1
english	resource/text/act_3/act3_mission08_addendum_2.csv	german-resource.zip	1
english	resource/text/act_3/act3_mission08_addendum_3.csv	german-resource.zip	1
english	resource/text/act_3/act3_mission09.csv	german-resource.zip	1
english	resource/text/act_3/act3_mission10.csv	german-resource.zip	1
english	resource/text/act_3/act3_mission10_email.html	german-resource.zip	1
english	resource/text/cargo_list.csv	german-resource.zip	1
english	resource/text/cargo_list_addendum.csv	german-resource.zip	1
english	resource/text/cargo_list_addendum_2.csv	german-resource.zip	1
english	resource/text/clusters.csv	german-resource.zip	1
english	resource/text/dioramas.csv	german-resource.zip	1
english	resource/text/director.csv	german-resource.zip	1
english	resource/text/email.csv	english-f14-base	0
english	resource/text/email_addendum.csv	german-resource.zip	1
english	resource/text/faction_names.csv	german-resource.zip	1
english	resource/text/general/general.csv	german-resource.zip	1
english	resource/text/generated_missions/GeneratedMissions.csv	german-resource.zip	1
english	resource/text/geog/Ishime.csv	german-resource.zip	1
english	resource/text/geog/batatas.csv	german-resource.zip	1
english	resource/text/geog/carls_world.csv	german-resource.zip	1
english	resource/text/geog/carls_world_localise.csv	german-resource.zip	1
english	resource/text/geog/coyote.csv	german-resource.zip	1
english	resource/text/geog/dagda.csv	german-resource.zip	1
english	resource/text/geog/dante.csv	german-resource.zip	1
english	resource/text/geog/drake.csv	german-resource.zip	1
english	resource/text/geog/eureka.csv	german-resource.zip	1
english	resource/text/geog/firefrost.csv	german-resource.zip	1
english	resource/text/geog/formhault.csv	german-resource.zip	1
english	resource/text/geog/hoffers_wake.csv	german-resource.zip	1
english	resource/text/geog/kompira.csv	german-resource.zip	1
english	resource/text/geog/mini_hoffers_wake.csv	german-resource.zip	1
english	resource/text/geog/mwari.csv	german-resource.zip	1
english	resource/text/geog/new_bavaria.csv	german-resource.zip	1
english	resource/text/geog/osprey.csv	german-resource.zip	1
english	resource/text/geog/owens_star.csv	german-resource.zip	1
english	resource/text/geog/santa_romera.csv	english-f14-base	0
english	resource/text/geog/santa_romera_addendum.csv	german-resource.zip	1
english	resource/text/gui.csv	english-f14-base	0
english	resource/text/gui_addendum.csv	english-f14-base	0
english	resource/text/gui_addendum_2.csv	german-resource.zip	1
english	resource/text/gui_addendum_3.csv	german-resource.zip	1
english	resource/text/gui_addendum_4.csv	german-resource.zip	1
english	resource/text/gui_addendum_5.csv	german-resource.zip	1
english	resource/text/gui_addendum_6.csv	english-f14-base	0
english	resource/text/gunbabes.csv	german-resource.zip	1
english	resource/text/hud.csv	german-resource.zip	1
english	resource/text/hud_addendum.csv	german-resource.zip	1
english	resource/text/icapturetheflag.csv	german-resource.zip	1
english	resource/text/ideathmatch.csv	german-resource.zip	1
english	resource/text/input.csv	german-resource.zip	1
english	resource/text/instant_action.csv	german-resource.zip	1
english	resource/text/instant_action_addendum.csv	german-resource.zip	1
english	resource/text/jafs_dialogue.csv	german-resource.zip	1
english	resource/text/jafs_dialogue_addendum.csv	german-resource.zip	1
english	resource/text/ldsi.csv	german-resource.zip	1
english	resource/text/log.csv	german-resource.zip	1
english	resource/text/log_addendum.csv	german-resource.zip	1
english	resource/text/log_addendum_2.csv	german-resource.zip	1
english	resource/text/log_addendum_3.csv	german-resource.zip	1
english	resource/text/missing_names.csv	german-resource.zip	1
english	resource/text/mount_points.csv	german-resource.zip	1
english	resource/text/multiplayer/ibombtag.csv	german-resource.zip	1
english	resource/text/multiplayer/icapturetheflag.csv	german-resource.zip	1
english	resource/text/multiplayer/ideathmatch.csv	german-resource.zip	1
english	resource/text/multiplayer/ideathmatch_addendum.csv	german-resource.zip	1
english	resource/text/multiplayer/ideathmatch_speech.csv	german-resource.zip	1
english	resource/text/multiplayer/iindiesvscorporates.csv	english-f14-base	0
english	resource/text/multiplayer/iminetag.csv	english-f14-base	0
english	resource/text/names.csv	german-resource.zip	1
english	resource/text/objectives.csv	english-f14-base	0
english	resource/text/objectives_addendum.csv	german-resource.zip	1
english	resource/text/player_ships.csv	german-resource.zip	1
english	resource/text/player_systems.csv	german-resource.zip	1
english	resource/text/player_systems_addendum.csv	german-resource.zip	1
english	resource/text/shell.csv	german-resource.zip	1
english	resource/text/ship_names.csv	german-resource.zip	1
english	resource/text/statistics.csv	german-resource.zip	1
english	resource/text/stock.csv	german-resource.zip	1
english	resource/text/stock_addendum.csv	german-resource.zip	1
english	resource/text/stock_utterance.ini	german-resource.zip	1
english	resource/text/subtargets.csv	german-resource.zip	1
english	resource/text/utils.csv	german-resource.zip	1
english	resource/text/wingmen.csv	german-resource.zip	1
english	resource/text/wingmen_addendum.csv	german-resource.zip	1
english	resource/text/wingmen_addendum_2.csv	german-resource.zip	1
